,smiles,sequence,interactions
1500,1763,223,0
1501,8296,501,0
1502,6929,376,0
1503,13035,26,1
1504,5688,48,0
1505,2519,77,0
1506,3489,758,0
1507,9587,171,0
1508,2053,48,0
1509,171,124,1
1510,8531,402,0
1511,6718,100,1
1512,4227,265,0
1513,4761,197,0
1514,3527,7,0
1515,1767,626,1
1516,8012,402,0
1517,6050,1114,1
1518,8157,719,0
1519,11750,3,0
1520,10947,1471,1
1521,1,1,0
1522,11970,217,1
1523,10976,66,0
1524,3878,43,0
1525,781,242,0
1526,4972,129,1
1527,3499,344,0
1528,3621,23,1
1529,3794,554,1
1530,8073,148,1
1531,3264,399,0
1532,11732,242,1
1533,4964,100,1
1534,6344,1236,1
1535,6669,235,0
1536,242,1175,1
1537,77,18,0
1538,8495,126,1
1539,6935,67,1
1540,8915,100,1
1541,11593,52,0
1542,3178,798,1
1543,13611,67,1
1544,3976,1050,1
1545,327,218,0
1546,11961,366,1
1547,13871,39,1
1548,289,219,1
1549,3076,204,0
1550,12354,50,1
1551,6432,750,1
1552,5129,100,1
1553,13879,501,0
1554,10911,122,0
1555,9729,196,0
1556,4259,197,0
1557,3882,24,0
1558,760,46,1
1559,13577,86,0
1560,306,978,0
1561,7176,134,1
1562,10265,18,0
1563,4289,77,0
1564,387,2389,0
1565,11377,1729,1
1566,5706,3,0
1567,11519,67,1
1568,7876,353,0
1569,13717,3,0
1570,8963,502,0
1571,11449,1221,0
1572,10849,49,0
1573,4801,321,1
1574,10540,318,0
1575,12611,82,1
1576,11145,67,1
1577,6522,217,1
1578,14175,473,1
1579,4657,539,0
1580,13023,742,0
1581,1982,1407,1
1582,11413,230,1
1583,8093,267,0
1584,10845,0,0
1585,10919,3,0
1586,2268,49,1
1587,5686,37,0
1588,12440,13,0
1589,12974,883,1
1590,2472,3,0
1591,5929,100,1
1592,3878,887,0
1593,1090,77,0
1594,6649,1441,1
1595,8234,491,1
1596,13124,228,1
1597,1345,106,1
1598,9870,49,1
1599,9741,0,0
1600,2623,7,0
1601,4574,170,1
1602,8131,166,1
1603,7747,703,1
1604,5211,376,0
1605,3885,3,0
1606,9369,129,0
1607,4453,32,0
1608,4039,17,0
1609,9612,687,1
1610,6310,170,1
1611,6916,142,1
1612,13256,20,1
1613,5006,2487,1
1614,10845,3,0
1615,4503,17,0
1616,800,267,1
1617,12671,83,1
1618,14256,102,0
1619,7146,383,1
1620,4102,1066,1
1621,1719,205,1
1622,12240,19,1
1623,12198,620,1
1624,313,65,0
1625,9629,189,1
1626,6352,86,1
1627,855,0,0
1628,2761,0,0
1629,613,441,0
1630,156,43,0
1631,12056,219,1
1632,2815,7,0
1633,10960,89,1
1634,13014,67,1
1635,361,678,0
1636,6502,49,1
1637,12665,276,1
1638,8425,18,0
1639,11690,77,0
1640,0,48,0
1641,5196,553,0
1642,9583,1075,0
1643,3619,17,1
1644,6204,74,0
1645,6234,77,0
1646,766,1476,1
1647,10663,48,0
1648,6324,32,0
1649,5862,41,0
1650,13163,67,1
1651,2814,77,0
1652,13865,122,1
1653,10183,97,1
1654,629,341,1
1655,242,273,1
1656,8133,3,0
1657,3197,86,0
1658,10284,17,0
1659,1474,558,0
1660,1765,34,0
1661,8921,1238,1
1662,12126,210,1
1663,11852,1063,1
1664,13462,163,1
1665,849,25,0
1666,10790,77,0
1667,159,386,0
1668,11313,67,1
1669,5746,17,0
1670,2573,50,1
1671,6261,346,1
1672,2872,1371,1
1673,10729,7,0
1674,3595,0,0
1675,3180,361,1
1676,3478,242,1
1677,7133,668,1
1678,3921,26,0
1679,6881,40,1
1680,878,447,0
1681,7604,514,0
1682,11560,77,0
1683,3938,389,1
1684,9693,74,1
1685,8512,83,1
1686,11113,360,1
1687,9152,149,1
1688,10540,129,1
1689,345,40,1
1690,5101,938,1
1691,9433,32,0
1692,11804,431,1
1693,5141,72,1
1694,1618,534,1
1695,766,2296,1
1696,8773,22,0
1697,2191,342,1
1698,4446,2324,1
1699,3381,41,0
1700,1013,8,1
1701,9023,89,0
1702,6712,1483,0
1703,8061,68,0
1704,3623,73,1
1705,1311,26,1
1706,10925,170,1
1707,2265,67,1
1708,10299,1051,1
1709,7014,908,0
1710,10416,116,0
1711,227,812,0
1712,12627,361,0
1713,12824,52,0
1714,5419,3,0
1715,6050,396,0
1716,6889,47,1
1717,3407,204,0
1718,3314,617,0
1719,8567,21,0
1720,49,849,0
1721,2013,22,1
1722,8762,17,0
1723,4665,0,0
1724,145,77,0
1725,12353,60,1
1726,14164,46,0
1727,4106,111,0
1728,2277,111,0
1729,4519,301,1
1730,2413,837,0
1731,10161,32,0
1732,8761,944,1
1733,9550,478,1
1734,9839,32,0
1735,2637,1092,0
1736,1331,588,0
1737,5746,70,1
1738,9570,438,0
1739,12324,40,1
1740,6596,344,0
1741,6482,3,0
1742,7277,362,0
1743,860,113,0
1744,4344,100,1
1745,10007,1167,0
1746,3743,557,0
1747,1331,344,0
1748,4012,551,1
1749,4182,73,1
1750,8265,193,1
1751,3715,149,0
1752,11693,831,1
1753,9443,52,0
1754,10543,204,0
1755,5403,35,1
1756,2968,3,0
1757,7656,223,0
1758,2970,908,0
1759,1979,223,0
1760,11772,741,1
1761,943,817,0
1762,5526,512,0
1763,12104,82,1
1764,149,18,0
1765,5923,77,0
1766,9792,260,0
1767,5921,17,0
1768,13247,634,0
1769,3585,18,0
1770,1196,311,1
1771,4719,776,1
1772,13281,67,1
1773,4708,1391,1
1774,6597,0,0
1775,2116,7,0
1776,8141,77,0
1777,8443,142,0
1778,10494,176,1
1779,7109,824,0
1780,4374,149,0
1781,1962,89,0
1782,2971,909,1
1783,13950,91,0
1784,4957,3,0
1785,97,835,0
1786,10487,248,1
1787,13861,947,1
1788,2812,100,1
1789,3031,170,1
1790,8613,460,0
1791,9508,326,0
1792,1195,146,0
1793,8114,67,1
1794,6170,443,0
1795,13527,77,0
1796,8765,39,1
1797,10677,148,1
1798,7585,113,1
1799,7936,32,0
1800,7270,645,0
1801,821,18,0
1802,344,374,0
1803,2366,82,1
1804,12207,170,1
1805,8424,794,0
1806,1596,638,1
1807,9066,197,0
1808,2704,853,0
1809,2101,195,0
1810,5483,53,0
1811,6406,86,0
1812,4702,0,0
1813,1886,74,0
1814,3193,22,0
1815,6534,77,0
1816,1886,103,0
1817,11573,126,1
1818,8682,402,0
1819,4371,400,1
1820,9694,109,1
1821,7030,438,1
1822,743,57,0
1823,5281,70,0
1824,615,1643,0
1825,6096,445,1
1826,3609,1835,1
1827,2130,48,0
1828,13839,48,0
1829,9021,77,0
1830,578,160,1
1831,10501,91,1
1832,8274,60,0
1833,3807,116,0
1834,8693,514,0
1835,4113,598,0
1836,5217,67,1
1837,20,392,1
1838,12930,210,1
1839,9984,542,1
1840,5540,223,0
1841,3170,43,0
1842,13730,579,0
1843,8137,7,0
1844,7463,473,0
1845,3556,52,0
1846,9293,343,1
1847,458,320,0
1848,12985,237,1
1849,413,57,1
1850,2300,460,1
1851,3318,473,1
1852,880,478,1
1853,14590,60,0
1854,9343,7,0
1855,13291,94,1
1856,1049,1592,0
1857,12498,286,0
1858,3058,73,1
1859,7836,0,0
1860,9993,32,0
1861,3734,169,0
1862,2965,803,0
1863,12022,64,1
1864,8062,248,1
1865,10107,35,1
1866,843,438,0
1867,11425,32,0
1868,3893,35,0
1869,4430,1734,0
1870,49,146,0
1871,10437,418,0
1872,4377,514,0
1873,3456,192,1
1874,5449,1251,1
1875,3840,193,1
1876,7897,141,1
1877,6043,441,0
1878,1977,1060,1
1879,4619,100,1
1880,8462,344,1
1881,481,1202,1
1882,6320,557,0
1883,2674,160,0
1884,3630,17,1
1885,9678,1072,0
1886,3684,48,0
1887,654,264,1
1888,12887,219,0
1889,6215,941,1
1890,4561,18,0
1891,5186,111,0
1892,3295,84,1
1893,1900,17,0
1894,3827,438,0
1895,5186,443,1
1896,12019,91,1
1897,9784,137,0
1898,2502,809,0
1899,9489,3,0
1900,13196,18,0
1901,7220,37,1
1902,8011,91,1
1903,10302,1011,1
1904,49,33,0
1905,4544,997,0
1906,7907,0,0
1907,2733,857,1
1908,2848,37,1
1909,918,40,1
1910,8835,402,1
1911,13833,771,1
1912,2688,77,0
1913,8060,86,0
1914,9501,485,0
1915,6277,24,0
1916,351,1014,0
1917,3227,129,1
1918,7368,593,1
1919,5890,534,1
1920,11119,21,0
1921,3962,515,0
1922,2926,17,0
1923,4898,100,1
1924,11420,2612,1
1925,5351,67,1
1926,1796,17,0
1927,11236,256,1
1928,4504,18,0
1929,3410,77,0
1930,5640,149,0
1931,4341,197,0
1932,4877,3,0
1933,4678,322,0
1934,7942,374,0
1935,382,3,0
1936,11277,200,1
1937,2516,320,0
1938,5393,3,0
1939,7150,709,0
1940,2986,1351,0
1941,1381,591,1
1942,3462,77,0
1943,3935,837,0
1944,10183,269,1
1945,6804,243,0
1946,11875,1677,0
1947,14613,756,0
1948,4293,908,0
1949,545,196,0
1950,6451,836,1
1951,10826,939,1
1952,1676,25,0
1953,6140,86,0
1954,9883,31,0
1955,2066,122,1
1956,8837,52,0
1957,8888,613,1
1958,5923,19,1
1959,7328,78,1
1960,6465,77,0
1961,6511,77,0
1962,9509,212,0
1963,2995,240,1
1964,1241,321,1
1965,3205,95,1
1966,2995,17,0
1967,3648,456,0
1968,1251,17,0
1969,4586,978,0
1970,7962,189,1
1971,954,95,1
1972,7907,3,0
1973,3802,95,1
1974,4568,1051,1
1975,5062,1193,1
1976,9328,242,0
1977,825,49,1
1978,8271,518,0
1979,6139,171,1
1980,3878,483,0
1981,3241,49,1
1982,13469,18,0
1983,314,803,0
1984,3599,0,0
1985,14411,55,1
1986,1181,964,1
1987,12090,442,0
1988,11179,542,0
1989,9758,20,0
1990,10724,148,1
1991,4806,188,0
1992,6292,300,1
1993,3739,73,1
1994,5382,551,1
1995,8376,439,0
1996,9559,204,0
1997,4014,412,0
1998,344,149,0
1999,11432,1145,0
2000,10374,137,0
2001,3800,0,0
2002,1701,138,1
2003,4966,1799,1
2004,1102,597,0
2005,1177,16,0
2006,5041,401,1
2007,1420,0,0
2008,7279,75,1
2009,1220,223,0
2010,1312,462,0
2011,3865,834,0
2012,7861,612,0
2013,2121,2571,1
2014,4913,17,0
2015,9978,100,1
2016,1275,893,1
2017,7611,1518,0
2018,8448,18,0
2019,12705,206,0
2020,421,337,0
2021,6148,170,1
2022,2115,48,0
2023,7095,204,0
2024,13344,75,0
2025,3462,143,1
2026,5747,611,0
2027,8112,549,1
2028,3005,1017,1
2029,5618,473,1
2030,8514,546,1
2031,6212,211,1
2032,2026,610,0
2033,1258,227,0
2034,478,1100,1
2035,9382,67,1
2036,12368,897,1
2037,13171,91,0
2038,4433,3,0
2039,9974,1478,1
2040,6123,2160,1
2041,14072,369,1
2042,12456,129,0
2043,14121,102,0
2044,14297,256,0
2045,1276,95,0
2046,1413,156,0
2047,659,40,0
2048,2155,577,1
2049,3553,244,0
2050,6653,24,0
2051,14018,1881,0
2052,7879,1312,0
2053,9699,34,0
2054,10401,41,0
2055,800,291,1
2056,1396,596,0
2057,11856,447,1
2058,13578,196,0
2059,7566,405,0
2060,1887,0,0
2061,3991,634,0
2062,5441,563,1
2063,5753,15,1
2064,4791,274,0
2065,892,119,0
2066,9074,67,1
2067,1302,41,0
2068,860,31,0
2069,12872,67,1
2070,558,160,0
2071,13278,128,0
2072,5124,17,0
2073,4735,472,1
2074,10472,212,0
2075,577,668,1
2076,942,952,1
2077,528,301,1
2078,4176,345,0
2079,12365,77,0
2080,2499,526,0
2081,10867,200,0
2082,2237,18,0
2083,9688,615,0
2084,4771,100,1
2085,14436,0,0
2086,10109,944,0
2087,4261,0,0
2088,8163,178,0
2089,2581,212,1
2090,9568,680,1
2091,598,272,1
2092,1830,0,0
2093,242,709,1
2094,6152,761,1
2095,4983,229,1
2096,2592,41,0
2097,5052,838,1
2098,3692,17,0
2099,3238,77,0
2100,504,73,1
2101,935,1194,1
2102,7723,74,0
2103,3458,198,0
2104,9998,114,1
2105,50,39,1
2106,1057,682,1
2107,5747,1284,1
2108,2254,170,1
2109,8423,2070,0
2110,13384,119,0
2111,5022,134,1
2112,3816,37,1
2113,1338,5,0
2114,8308,353,0
2115,3694,478,1
2116,13192,505,0
2117,1359,1,0
2118,11002,295,0
2119,1331,1353,0
2120,221,18,0
2121,12201,61,1
2122,7224,410,0
2123,11435,292,0
2124,9223,0,0
2125,8504,1272,1
2126,9745,326,1
2127,4497,77,0
2128,7010,1046,0
2129,4708,634,0
2130,8167,7,0
2131,1128,77,0
2132,3732,37,1
2133,10245,39,1
2134,7718,242,1
2135,2076,128,0
2136,7069,176,0
2137,8984,109,1
2138,7387,1093,1
2139,9460,1729,1
2140,1205,180,1
2141,2363,197,0
2142,4708,813,1
2143,3966,60,0
2144,10633,3,0
2145,6594,126,1
2146,6369,17,0
2147,658,696,0
2148,2105,216,1
2149,11163,77,0
2150,7151,374,0
2151,11168,440,1
2152,7204,654,0
2153,6973,464,1
2154,10126,40,1
2155,267,242,0
2156,10105,230,1
2157,5780,17,0
2158,1789,260,0
2159,4694,64,0
2160,41,7,0
2161,7540,82,1
2162,161,17,0
2163,12818,18,0
2164,5119,77,0
2165,10393,60,0
2166,11073,77,0
2167,8152,77,0
2168,5237,890,0
2169,1725,73,1
2170,8568,101,0
2171,10465,73,1
2172,5086,93,1
2173,12204,119,0
2174,7905,402,0
2175,6150,214,1
2176,9469,100,1
2177,9580,67,1
2178,10816,69,1
2179,4977,1750,1
2180,4449,1380,1
2181,935,667,1
2182,8109,220,0
2183,5616,148,1
2184,4520,0,0
2185,4832,129,0
2186,3168,537,0
2187,1982,721,0
2188,2211,189,1
2189,6665,78,1
2190,13783,40,1
2191,7998,672,0
2192,6125,17,0
2193,2018,711,1
2194,2127,42,0
2195,3098,201,0
2196,1176,258,1
2197,2431,142,0
2198,9829,166,1
2199,13892,40,1
2200,1701,31,0
2201,7537,195,0
2202,1221,3,0
2203,7743,113,1
2204,5413,836,0
2205,160,212,0
2206,6477,204,0
2207,2803,61,0
2208,12651,90,1
2209,13977,38,0
2210,1775,505,0
2211,3826,118,0
2212,3331,318,0
2213,13928,1727,0
2214,574,3,0
2215,8572,32,0
2216,3469,668,1
2217,6042,75,1
2218,9908,1340,1
2219,4239,210,1
2220,6629,514,0
2221,8045,448,0
2222,12909,142,0
2223,1868,137,0
2224,8189,148,1
2225,856,348,0
2226,465,782,1
2227,6086,978,0
2228,8731,2033,0
2229,6185,73,1
2230,23,147,1
2231,5095,369,1
2232,5423,189,1
2233,9653,40,1
2234,10112,669,0
2235,10155,108,0
2236,2699,300,1
2237,14178,401,1
2238,13601,196,0
2239,6844,195,0
2240,6016,405,0
2241,10646,74,0
2242,4937,1138,1
2243,9300,834,0
2244,13701,100,1
2245,5794,17,0
2246,4262,115,0
2247,4766,229,1
2248,2919,321,1
2249,1975,113,0
2250,267,200,0
2251,4651,42,0
2252,6912,17,0
2253,8415,407,0
2254,8879,39,1
2255,6749,223,0
2256,9393,343,1
2257,11686,473,1
2258,2811,348,0
2259,4897,1163,0
2260,13129,40,0
2261,819,118,0
2262,6699,553,0
2263,14161,67,1
2264,2399,189,1
2265,3881,17,0
2266,3326,1362,0
2267,6498,135,1
2268,9801,27,0
2269,3029,1442,1
2270,3544,515,0
2271,2358,1112,0
2272,9526,128,0
2273,8981,897,0
2274,944,223,0
2275,7734,200,1
2276,160,681,0
2277,2975,17,0
2278,12846,170,1
2279,6446,3,0
2280,5645,204,0
2281,7140,103,0
2282,8094,32,0
2283,9713,409,1
2284,14572,501,0
2285,12004,47,1
2286,8028,17,0
2287,12633,37,0
2288,12767,182,0
2289,6035,116,0
2290,13156,473,1
2291,5966,668,1
2292,5389,1339,0
2293,14286,264,1
2294,2983,1702,1
2295,1917,2071,1
2296,377,239,0
2297,3881,824,1
2298,9482,128,0
2299,13870,916,0
2300,2275,3,0
2301,4721,41,0
2302,290,100,1
2303,6956,1080,1
2304,7228,1413,0
2305,7029,77,0
2306,10409,813,1
2307,12254,1902,1
2308,11538,95,1
2309,4946,115,0
2310,4882,7,0
2311,14418,67,1
2312,11770,348,1
2313,761,228,1
2314,7925,449,1
2315,8758,109,1
2316,6681,69,0
2317,8777,2015,1
2318,11871,343,1
2319,182,1719,1
2320,5913,807,0
2321,7071,248,1
2322,9561,17,0
2323,183,23,0
2324,5975,41,0
2325,2983,25,0
2326,3497,515,0
2327,11618,344,0
2328,4592,103,1
2329,3560,374,0
2330,268,266,0
2331,6667,126,1
2332,2615,1957,0
2333,5366,749,0
2334,7229,78,1
2335,4378,147,1
2336,900,265,1
2337,14485,67,1
2338,1674,176,1
2339,38,1028,0
2340,9438,193,1
2341,5957,537,0
2342,13768,264,1
2343,12638,460,0
2344,7056,83,1
2345,3075,923,0
2346,220,111,0
2347,5841,1247,0
2348,12554,11,0
2349,7597,67,0
2350,2945,1196,1
2351,111,311,0
2352,6248,140,0
2353,1439,220,0
2354,14011,49,0
2355,9201,83,1
2356,7324,109,1
2357,5638,77,0
2358,9692,143,1
2359,3642,436,0
2360,4626,128,1
2361,2763,181,0
2362,14179,1637,0
2363,8682,49,1
2364,62,343,1
2365,300,39,1
2366,13415,126,1
2367,2921,37,0
2368,2924,146,1
2369,418,102,0
2370,2105,143,0
2371,10315,1849,1
2372,10569,56,0
2373,5193,124,1
2374,6582,67,1
2375,2874,237,0
2376,1886,320,0
2377,480,668,1
2378,1111,77,0
2379,13876,311,1
2380,1438,41,0
2381,526,19,0
2382,6415,56,0
2383,9090,86,0
2384,13613,407,0
2385,117,7,0
2386,3423,1050,1
2387,475,395,1
2388,12049,64,1
2389,7307,204,0
2390,1091,46,1
2391,4462,204,0
2392,5082,94,1
2393,1869,91,0
2394,9131,3,0
2395,10756,16,0
2396,69,1510,0
2397,7616,785,0
2398,9842,256,0
2399,88,265,1
2400,9665,149,0
2401,12906,532,1
2402,900,2119,1
2403,3183,120,1
2404,12902,13,0
2405,13328,73,0
2406,5172,91,1
2407,3986,259,1
2408,10892,26,0
2409,5051,3,0
2410,14358,52,0
2411,7860,549,1
2412,4657,318,0
2413,13832,243,1
2414,9690,17,0
2415,3926,344,0
2416,1248,169,0
2417,7139,2037,0
2418,1931,62,0
2419,9434,142,0
2420,12064,18,0
2421,2038,797,1
2422,12654,52,0
2423,1474,311,0
2424,2389,41,0
2425,3660,32,0
2426,9506,104,0
2427,9076,1330,1
2428,10880,1063,1
2429,13419,279,1
2430,8523,91,0
2431,13212,369,1
2432,5804,364,1
2433,7463,669,0
2434,6988,114,1
2435,7922,34,0
2436,14115,953,1
2437,2307,248,1
2438,8651,7,1
2439,7863,242,0
2440,4328,47,1
2441,474,91,0
2442,10764,546,1
2443,7554,978,1
2444,13231,286,1
2445,12711,369,1
2446,2566,242,1
2447,5626,60,1
2448,5267,77,0
2449,411,612,0
2450,9198,26,0
2451,12509,29,0
2452,10483,125,1
2453,6570,17,1
2454,5770,3,0
2455,2897,17,0
2456,8409,536,0
2457,2535,374,0
2458,44,0,0
2459,7659,846,1
2460,4830,131,0
2461,12755,343,1
2462,3471,122,0
2463,10301,34,1
2464,11740,343,1
2465,1532,25,0
2466,2589,18,0
2467,1491,427,1
2468,9562,39,1
2469,49,312,0
2470,13770,77,0
2471,10810,1900,0
2472,282,102,0
2473,14086,55,1
2474,12238,18,0
2475,621,342,0
2476,9256,364,1
2477,4513,189,1
2478,1253,73,0
2479,9847,43,0
2480,73,169,1
2481,3900,473,1
2482,7095,100,1
2483,7623,908,0
2484,1744,66,0
2485,4078,82,1
2486,3525,438,1
2487,3779,134,1
2488,5070,797,1
2489,377,117,0
2490,9939,122,0
2491,3552,409,1
2492,5230,256,1
2493,4975,376,0
2494,3733,24,0
2495,11253,264,1
2496,1345,648,0
2497,6113,100,1
2498,3713,724,0
2499,800,518,0
2500,7535,52,0
2501,70,40,0
2502,1425,739,1
2503,798,587,0
2504,93,43,1
2505,1777,77,0
2506,13390,170,1
2507,12438,931,1
2508,1905,708,0
2509,7711,52,0
2510,4785,48,0
2511,1396,1416,0
2512,5929,204,0
2513,4025,204,0
2514,2110,365,0
2515,14464,129,1
2516,759,390,0
2517,5591,1523,1
2518,6039,1267,1
2519,9166,225,1
2520,3677,3,0
2521,12889,137,0
2522,13617,583,0
2523,10988,1023,1
2524,5341,17,0
2525,847,242,0
2526,6921,73,1
2527,12354,60,0
2528,860,259,0
2529,9379,261,0
2530,6077,495,0
2531,6852,170,1
2532,2644,654,0
2533,6972,482,1
2534,10289,206,0
2535,291,7,0
2536,57,269,1
2537,8226,24,0
2538,14468,61,1
2539,7809,60,0
2540,472,49,0
2541,12110,66,0
2542,4639,1,0
2543,501,109,1
2544,462,264,1
2545,13099,187,1
2546,9193,562,0
2547,6643,429,0
2548,1685,278,1
2549,10,216,0
2550,1838,3,0
2551,12093,380,1
2552,273,401,1
2553,10484,254,0
2554,10874,31,1
2555,4291,7,0
2556,3687,175,0
2557,6961,52,0
2558,10410,171,1
2559,2328,39,1
2560,3136,67,1
2561,1288,849,0
2562,13716,67,1
2563,961,2243,0
2564,13301,52,0
2565,3705,25,0
2566,2700,1365,1
2567,9839,0,1
2568,387,1735,0
2569,9590,49,1
2570,1844,536,0
2571,13458,284,1
2572,2621,405,0
2573,6627,1391,1
2574,5522,939,0
2575,562,1047,1
2576,1787,212,0
2577,11353,77,0
2578,13517,7,0
2579,147,149,0
2580,5932,140,1
2581,2315,257,1
2582,11034,709,0
2583,7552,1187,0
2584,8851,232,1
2585,9706,44,0
2586,14502,232,1
2587,5965,77,0
2588,9149,147,0
2589,1315,219,1
2590,12848,49,1
2591,6046,1324,0
2592,10401,48,0
2593,7299,369,1
2594,13325,32,0
2595,12936,82,1
2596,7341,88,1
2597,507,3,0
2598,426,926,1
2599,1291,320,1
2600,12676,77,0
2601,11816,405,0
2602,5633,1258,1
2603,1069,25,0
2604,11303,117,0
2605,5905,1413,0
2606,6810,37,0
2607,5918,576,1
2608,2978,264,0
2609,10178,25,0
2610,1900,111,0
2611,5273,48,0
2612,9397,18,0
2613,10112,113,1
2614,1003,77,0
2615,4605,343,1
2616,8865,73,1
2617,5872,0,0
2618,3652,25,0
2619,1095,207,0
2620,2606,109,1
2621,2192,698,0
2622,1913,158,1
2623,14569,166,1
2624,255,171,0
2625,12279,86,0
2626,14605,440,1
2627,472,25,0
2628,14081,1429,0
2629,10897,168,1
2630,2729,7,0
2631,8202,577,1
2632,131,25,0
2633,4674,440,1
2634,9128,588,1
2635,4957,0,0
2636,120,267,0
2637,3533,431,1
2638,1237,232,1
2639,10853,191,0
2640,8608,16,0
2641,11945,264,1
2642,5541,25,0
2643,7355,407,0
2644,214,149,0
2645,8292,47,1
2646,1383,18,0
2647,1832,21,0
2648,572,342,0
2649,34,314,0
2650,14038,77,0
2651,13774,360,1
2652,42,20,0
2653,10378,788,1
2654,3162,1332,0
2655,2368,197,0
2656,10465,67,1
2657,4120,18,0
2658,5429,1247,0
2659,6145,204,0
2660,6433,961,0
2661,6322,160,1
2662,825,440,0
2663,11248,496,0
2664,14010,0,0
2665,11081,1432,1
2666,4418,701,0
2667,5579,52,0
2668,287,369,1
2669,3493,158,0
2670,1164,40,0
2671,9206,56,0
2672,7761,93,1
2673,9099,1861,1
2674,9287,77,0
2675,11032,56,0
2676,1961,3,0
2677,8748,512,1
2678,13897,908,0
2679,4022,1,0
2680,1399,204,0
2681,4352,83,1
2682,10168,124,1
2683,9026,39,1
2684,11746,22,0
2685,1081,41,0
2686,8634,91,0
2687,3505,143,0
2688,79,234,0
2689,10426,7,1
2690,7793,67,1
2691,11924,1605,0
2692,8692,129,0
2693,2454,977,1
2694,14481,137,0
2695,12527,67,1
2696,8584,546,1
2697,13038,750,0
2698,8333,37,1
2699,8559,86,0
2700,11497,52,0
2701,9285,42,0
2702,11782,588,1
2703,5310,719,0
2704,14012,204,0
2705,11493,52,0
2706,766,2579,0
2707,107,277,1
2708,13167,39,1
2709,325,77,0
2710,5755,37,0
2711,11188,67,1
2712,5555,514,0
2713,4024,1686,0
2714,7646,52,0
2715,1817,514,1
2716,1197,1586,1
2717,3230,33,1
2718,13631,439,0
2719,5833,3,0
2720,7190,149,1
2721,12900,833,1
2722,499,153,1
2723,10792,2549,1
2724,6295,102,0
2725,7762,196,0
2726,176,126,1
2727,13515,211,1
2728,9320,75,1
2729,1770,292,0
2730,4106,495,1
2731,13303,549,1
2732,9801,34,0
2733,2069,100,1
2734,1532,621,0
2735,8226,149,0
2736,349,66,0
2737,14255,102,0
2738,7626,223,0
2739,9001,93,1
2740,617,343,1
2741,107,77,1
2742,860,535,0
2743,7992,77,0
2744,13553,129,1
2745,3198,0,0
2746,3433,1420,0
2747,8437,86,1
2748,3945,72,1
2749,5228,158,0
2750,12070,1454,1
2751,4516,1128,0
2752,9830,3,0
2753,1988,32,0
2754,11795,593,0
2755,705,397,1
2756,1348,1536,0
2757,12487,2138,1
2758,8723,16,1
2759,273,26,0
2760,13540,1730,0
2761,1781,2248,0
2762,12457,111,0
2763,6312,458,1
2764,9799,1369,1
2765,5243,137,0
2766,9404,364,1
2767,6978,18,0
2768,5304,404,1
2769,3143,348,1
2770,6717,220,1
2771,5065,314,1
2772,6732,242,1
2773,6181,94,0
2774,9509,200,0
2775,1062,991,1
2776,10945,343,1
2777,8165,223,0
2778,11083,443,1
2779,4868,375,0
2780,12175,0,0
2781,168,823,1
2782,13235,1447,1
2783,6996,3,0
2784,1194,132,0
2785,12703,283,0
2786,12053,402,1
2787,7701,771,0
2788,6981,1889,0
2789,12588,42,0
2790,1005,17,0
2791,3326,2458,0
2792,7081,77,0
2793,1406,1456,0
2794,7783,149,1
2795,13154,50,1
2796,13507,37,0
2797,12066,20,1
2798,242,2115,1
2799,12119,2085,1
2800,11033,204,0
2801,88,904,1
2802,354,323,0
2803,189,3,0
2804,5252,517,0
2805,11495,67,1
2806,14370,15,1
2807,6154,0,0
2808,268,214,0
2809,957,27,0
2810,12658,7,0
2811,481,74,1
2812,3376,77,0
2813,5450,17,0
2814,7815,204,0
2815,13137,94,0
2816,1188,182,0
2817,9085,1493,0
2818,2493,457,0
2819,2845,169,1
2820,2607,163,0
2821,14292,908,0
2822,8066,77,0
2823,10303,87,1
2824,9357,553,0
2825,943,351,0
2826,4464,29,0
2827,2005,539,0
2828,12957,7,0
2829,3458,369,1
2830,113,88,1
2831,8943,79,0
2832,49,351,0
2833,7572,68,0
2834,6125,0,0
2835,7043,176,1
2836,7549,547,0
2837,14362,2528,0
2838,3906,88,0
2839,4048,286,0
2840,9641,37,0
2841,12625,148,1
2842,2873,122,0
2843,10951,696,1
2844,13028,809,0
2845,2052,63,0
2846,2246,19,0
2847,3393,207,1
2848,12173,634,0
2849,1480,1,0
2850,7686,224,1
2851,5980,219,1
2852,7376,646,1
2853,9439,52,0
2854,8716,42,0
2855,9898,375,0
2856,1022,286,0
2857,3521,20,1
2858,4074,229,1
2859,2484,836,1
2860,6412,57,1
2861,1475,40,1
2862,7891,116,0
2863,11418,1138,1
2864,10148,149,0
2865,2377,265,0
2866,12782,48,0
2867,4262,800,0
2868,1881,418,0
2869,3635,52,0
2870,3951,502,0
2871,8873,115,0
2872,8664,89,0
2873,12189,56,0
2874,7019,964,0
2875,927,252,0
2876,6353,441,1
2877,930,3,0
2878,1351,56,0
2879,3649,48,0
2880,10456,60,0
2881,10639,60,0
2882,4176,100,1
2883,618,991,0
2884,434,17,0
2885,3169,517,0
2886,12213,441,0
2887,8868,17,0
2888,318,213,0
2889,597,53,1
2890,10182,47,1
2891,10846,122,1
2892,429,185,0
2893,561,405,0
2894,1442,237,0
2895,3198,939,1
2896,7486,2049,1
2897,7408,654,1
2898,6341,220,1
2899,7320,246,1
2900,8145,42,0
2901,13869,269,0
2902,8542,1870,0
